Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
SYTL5		2	1	52	1.9%	No
ADCY5		1	1	52	1.9%	No
ADCY8		1	1	52	1.9%	No
PKN3		2	1	52	1.9%	No
ADCY9		1	1	52	1.9%	No
DSE		1	1	52	1.9%	No
LTA4H		1	1	52	1.9%	No
SRPX		1	1	52	1.9%	No
SPARCL1		1	1	52	1.9%	No
KNTC1		2	2	52	3.8%	No
USP34		2	2	52	3.8%	No
PCDHA9		1	1	52	1.9%	No
CD180		2	1	52	1.9%	No
PRRX1		1	1	52	1.9%	Yes
LTBP4		1	1	52	1.9%	No
STARD8		1	1	52	1.9%	No
MCOLN2		1	1	52	1.9%	No
PKNOX2		1	1	52	1.9%	No
ATP10A		2	2	52	3.8%	No
PDZRN4		1	1	52	1.9%	No
GLT8D2		1	1	52	1.9%	No
PHACTR2		1	1	52	1.9%	No
CLSTN3		1	1	52	1.9%	No
ZSCAN32		1	1	52	1.9%	No
OR5C1		2	2	52	3.8%	No
TUBA1C		1	1	52	1.9%	No
TOX		1	1	52	1.9%	No
ABCA13		2	2	52	3.8%	No
CAVIN2		2	1	52	1.9%	No
KIAA0513		1	1	52	1.9%	No
ADGRA3		2	2	52	3.8%	No
PYCR2		1	1	52	1.9%	No
SLC26A9		1	1	52	1.9%	No
HDAC4		1	1	52	1.9%	Yes
KMT2B		3	2	52	3.8%	Yes
FRMPD4		1	1	52	1.9%	No
RP1L1		1	1	52	1.9%	No
TMPO		1	1	52	1.9%	No
TMEM94		1	1	52	1.9%	No
RNF123		1	1	52	1.9%	No
SMAD3		1	1	52	1.9%	Yes
TM9SF4		1	1	52	1.9%	No
KIAA0232		3	3	52	5.8%	No
DPYSL3		1	1	52	1.9%	No
DYRK2		1	1	52	1.9%	No
PIEZO2		2	2	52	3.8%	No
PANX3		1	1	52	1.9%	No
TRBV6-4		1	1	52	1.9%	No
HEATR6		1	1	52	1.9%	No
NSUN3		1	1	52	1.9%	No
RAB40AL		1	1	52	1.9%	No
ADPRH		1	1	52	1.9%	No
PARP4		1	1	52	1.9%	No
ADRA1B		1	1	52	1.9%	No
PCDHB1		1	1	52	1.9%	No
OCIAD1		1	1	52	1.9%	No
RNF38		1	1	52	1.9%	No
GPR137B		1	1	52	1.9%	No
NSMAF		1	1	52	1.9%	No
RASAL1		1	1	52	1.9%	No
XXYLT1		1	1	52	1.9%	No
DPP6		1	1	52	1.9%	No
CUL3		1	1	52	1.9%	Yes
TNNC2		1	1	52	1.9%	No
ABCC12		1	1	52	1.9%	No
SMAD6		1	1	52	1.9%	No
CUL4B		1	1	52	1.9%	No
OR14C36		1	1	52	1.9%	No
RHOXF2B		1	1	52	1.9%	No
SMAD9		1	1	52	1.9%	No
ADRB3		1	1	52	1.9%	No
TBC1D5		3	2	52	3.8%	No
DHX16		1	1	52	1.9%	No
TNFRSF1A		2	1	52	1.9%	No
PHYHIP		1	1	52	1.9%	No
KLF11		1	1	52	1.9%	No
TEAD2		1	1	52	1.9%	No
MAML1		2	2	52	3.8%	No
EEF1AKMT2		1	1	52	1.9%	No
AP2A2		1	1	52	1.9%	No
TPST1		1	1	52	1.9%	No
AP1B1		1	1	52	1.9%	No
AP1G1		1	1	52	1.9%	No
BMS1		1	1	52	1.9%	No
ATN1		1	1	52	1.9%	No
PTOV1		1	1	52	1.9%	No
DSG1		1	1	52	1.9%	No
C1ORF56		1	1	52	1.9%	No
TMEM70		1	1	52	1.9%	No
TNR		2	2	52	3.8%	No
GPR65		1	1	52	1.9%	No
IRS4		1	1	52	1.9%	Yes
AFP		1	1	52	1.9%	No
SORBS2		1	1	52	1.9%	No
DSP		1	1	52	1.9%	No
DSG3		1	1	52	1.9%	No
TMEM132A		2	2	52	3.8%	No
TBX10		1	1	52	1.9%	No
DSPP		1	1	52	1.9%	No
TOP2A		1	1	52	1.9%	No
TOP3A		1	1	52	1.9%	No
TP53BP1		1	1	52	1.9%	Yes
OR6P1		1	1	52	1.9%	No
TP53	2.120e-12	15	15	52	28.8%	Yes
APLNR		1	1	52	1.9%	Yes
GORAB		1	1	52	1.9%	No
TMEM74		2	2	52	3.8%	No
TMEM161B		1	1	52	1.9%	No
TPM2		1	1	52	1.9%	No
CHD5		2	2	52	3.8%	No
SIPA1L1		1	1	52	1.9%	No
FMNL3		1	1	52	1.9%	No
CYSLTR2		1	1	52	1.9%	Yes
SUSD5		1	1	52	1.9%	No
PDSS2		1	1	52	1.9%	No
TIGAR		1	1	52	1.9%	No
PNPLA2		1	1	52	1.9%	No
OR2B2		1	1	52	1.9%	No
COQ3		1	1	52	1.9%	No
TPR		2	2	52	3.8%	Yes
TPSAB1		1	1	52	1.9%	No
TPTE		2	2	52	3.8%	No
TPP2		1	1	52	1.9%	No
C6ORF62		1	1	52	1.9%	No
TRPC7		1	1	52	1.9%	No
B3GNT4		1	1	52	1.9%	No
CNTNAP2		1	1	52	1.9%	No
TRAF6		1	1	52	1.9%	No
LRIG1		1	1	52	1.9%	No
TMEM97		1	1	52	1.9%	No
FAM32A		1	1	52	1.9%	No
STK39		1	1	52	1.9%	No
FCRL5		2	2	52	3.8%	No
UNC119B		1	1	52	1.9%	No
NT5E		2	2	52	3.8%	No
SLC39A12		1	1	52	1.9%	No
FAM91A1		2	2	52	3.8%	No
KCNT2		1	1	52	1.9%	No
ACOT11		2	2	52	3.8%	No
NTRK2		2	2	52	3.8%	Yes
RGL3		1	1	52	1.9%	No
FAM167B		1	1	52	1.9%	No
NTRK3		1	1	52	1.9%	Yes
KRTAP4-11		1	1	52	1.9%	No
ROR1		3	3	52	5.8%	No
PCDHGA12		1	1	52	1.9%	No
DUOX2		1	1	52	1.9%	No
COL5A3		4	2	52	3.8%	No
AGAP7P		1	1	52	1.9%	No
TNRC6A		1	1	52	1.9%	No
TRAV24		1	1	52	1.9%	No
DONSON		1	1	52	1.9%	No
NUP98		1	1	52	1.9%	Yes
NR4A2		1	1	52	1.9%	No
SRPRB		1	1	52	1.9%	No
ECT2		2	2	52	3.8%	No
RALGAPB		3	2	52	3.8%	No
ENOPH1		1	1	52	1.9%	No
ROPN1B		1	1	52	1.9%	No
ROR2		1	1	52	1.9%	No
SYCP3		1	1	52	1.9%	No
DDR2		2	2	52	3.8%	Yes
NLRC4		1	1	52	1.9%	No
PXYLP1		1	1	52	1.9%	No
NSUN6		1	1	52	1.9%	No
HTATSF1		1	1	52	1.9%	No
TRAPPC1		1	1	52	1.9%	No
ZZZ3		1	1	52	1.9%	No
PRPF19		1	1	52	1.9%	No
BCAN		2	2	52	3.8%	No
OAS2		1	1	52	1.9%	No
LMCD1		1	1	52	1.9%	No
BAZ2B		1	1	52	1.9%	No
OTOGL		2	2	52	3.8%	No
NVL		1	1	52	1.9%	No
CFAP251		1	1	52	1.9%	No
PAXBP1		1	1	52	1.9%	No
PABPC4L		1	1	52	1.9%	No
TGS1		2	2	52	3.8%	No
USP17L2		1	1	52	1.9%	No
STRN3		1	1	52	1.9%	No
GJC2		1	1	52	1.9%	No
RBMS3		2	2	52	3.8%	No
RPRD1B		1	1	52	1.9%	No
PELI1		1	1	52	1.9%	No
FRMD3		1	1	52	1.9%	No
SALL4		2	1	52	1.9%	Yes
ZNF462		1	1	52	1.9%	No
TMEM132E		2	2	52	3.8%	No
KMT5C		1	1	52	1.9%	No
OAT		1	1	52	1.9%	No
TBC1D25		1	1	52	1.9%	No
RBMX		1	1	52	1.9%	No
LINGO4		1	1	52	1.9%	No
DOLPP1		1	1	52	1.9%	No
PUS7L		1	1	52	1.9%	No
A1CF		1	1	52	1.9%	No
ZMIZ1		1	1	52	1.9%	No
ING1		1	1	52	1.9%	No
MYL12B		1	1	52	1.9%	No
CXCL10		1	1	52	1.9%	No
ODF2		1	1	52	1.9%	No
TTC19		1	1	52	1.9%	No
